title,authors,year,description,url,citations,cluster,type,clean_title,word_count,char_count,category,domain,publisher,path,query_params,doi,extension
impact green finance economic development environmental quality study based provincial panel data china,"X Zhou, X Tang, R Zhang",2020.0,"… on one aspect of green finance, the score of green finance development index calculated in 
… , and carbon finance to comprehensively reflect the degree of development of green finance. …",https://link.springer.com/article/10.1007/s11356-020-08383-2,590,2,,Impact of green finance on economic development and environmental quality: a study based on provincial panel data from China,19,106,finance,link.springer.com,Springer,/article/10.1007/s11356-020-08383-2,{},10.1007/s11356,
climate finance,"H Hong, GA Karolyi",2020.0,"Climate finance is the study of local and global financing of public and private investment 
that seeks to support mitigation of and adaptation to climate change. In 2017, the Review of …",https://academic.oup.com/rfs/article-abstract/33/3/1011/5735309,469,0,,Climate finance,2,14,finance,academic.oup.com,Oxford University Press,/rfs/article-abstract/33/3/1011/5735309,{},,
bookb banking words failure language age derivative finance,A Appadurai,2020.0,"In this provocative look at one of the most important events of our time, renowned scholar Arjun 
Appadurai argues that the economic collapse of 2008—while indeed spurred on by greed…",https://www.degruyter.com/document/doi/10.7208/9780226318806/html,443,0,BOOK,Banking on words: The failure of language in the age of derivative finance,13,62,finance,degruyter.com,De Gruyter,/document/doi/10.7208/9780226318806/html,{},10.7208/9780226318806/,
bookb machine learning finance,"MF Dixon, I Halperin, P Bilokon",2020.0,"… Algorithm focused areas of finance, such as algorithmic trading … , academics, and finance 
practitioners from the quantitative … discrete-time stochastic control problems in finance? vii …",https://link.springer.com/content/pdf/10.1007/978-3-030-41068-1.pdf,410,4,BOOK,Machine learning in finance,4,24,finance,link.springer.com,Springer,/content/pdf/10.1007/978-3-030-41068-1.pdf,{},10.1007/978,pdf
quantum computing finance stateoftheart future prospects,"DJ Egger, C Gambella, J Marecek",2020.0,"This article outlines our point of view regarding the applicability, state-of-the-art, and potential 
of quantum computing for problems in finance. We provide an introduction to quantum …",https://ieeexplore.ieee.org/abstract/document/9222275/,376,5,,Quantum computing for finance: State-of-the-art and future prospects,8,61,finance,ieeexplore.ieee.org,IEEE Xplore,/abstract/document/9222275/,{},,
evaluation sentiment analysis finance lexicons transformers,"K Mishev, A Gjorgjevikj, I Vodenska",2020.0,"… The goal is to apply these approaches to finance. We evaluate … of NLP methodologies for 
text feature extraction in finance. … we evaluate in extraction of finance text sentiments. Section IV …",https://ieeexplore.ieee.org/abstract/document/9142175/,355,6,,Evaluation of sentiment analysis in finance: from lexicons to transformers,10,65,finance,ieeexplore.ieee.org,IEEE Xplore,/abstract/document/9142175/,{},,
law finance,A Hudson,2020.0,"This chapter analyses the subject matter of the local authority swaps cases from the point of 
view of a lawyer specialising in interest rate swaps and in financial transactions more broadly…",https://www.taylorfrancis.com/chapters/edit/10.4324/9781003122616-3/law-finance-alastair-hudson,336,0,,The law of finance,4,15,finance,taylorfrancis.com,Taylor & Francis,/chapters/edit/10.4324/9781003122616-3/law-finance-alastair-hudson,{},10.4324/9781003122616,
current landscape influence big data finance,"MM Hasan, J Popp, J Oláh",2020.0,"… of this paper was to show the current landscape of finance dealing with big data, and also to 
… institutions, and the relationship with internet finance, financial management, internet credit …",https://link.springer.com/article/10.1186/s40537-020-00291-z,304,4,,Current landscape and influence of big data on finance,9,46,finance,link.springer.com,Springer,/article/10.1186/s40537-020-00291-z,{},10.1186/s40537,
green finance sustainable development goals case china,JW Lee,2020.0,"… finance? This paper identifies the mainstream to sustainable bonds, diversification of green 
finance… and measurement of green finance for the emerging trends of green finance. As the …",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4035104,238,7,,Green finance and sustainable development goals: The case of China,10,57,finance,papers.ssrn.com,SSRN (Social Science Research Network),/sol3/papers.cfm,{'abstract_id': ['4035104']},,cfm
pdfpdf fundamental reshaping finance,CRII Risk,2020.0,"As an asset manager, BlackRock invests on behalf of others, and I am writing to you as an 
advisor and duciary to these clients. The money we manage is not our own. It belongs to …",https://www.stern.nyu.edu/sites/default/files/assets/documents/Larry%20Fink%27s%20Letter%20to%20CEOs%20_%20BlackRock.pdf,234,0,PDF,A fundamental reshaping of finance,5,30,finance,stern.nyu.edu,NYU Stern School of Business,/sites/default/files/assets/documents/Larry%20Fink%27s%20Letter%20to%20CEOs%20_%20BlackRock.pdf,{},,pdf
bookb finance od teorie k realitě,Č Jan,2020.0,"… finance, balance of payments, exchange rates and international monetary cooperation, banking, 
insurance, corporate finance and public finance. … insight into the field of finance, which is …",https://books.google.com/books?hl=en&lr=&id=eykPEAAAQBAJ&oi=fnd&pg=PA10&dq=finance&ots=7m3jRBarnx&sig=s5tS0Ivm5o2rUXubEzb4xDLI9tE,191,0,BOOK,Finance: od teorie k realitě,5,24,finance,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['eykPEAAAQBAJ'], 'oi': ['fnd'], 'pg': ['PA10'], 'dq': ['finance'], 'ots': ['7m3jRBarnx'], 'sig': ['s5tS0Ivm5o2rUXubEzb4xDLI9tE']}",,
critical macrofinance theoretical lens,D Gabor,2020.0,"… -finance (CMF) approach: (1) US-led financial globalization has structurally evolved around 
market-based finance, … for producing liquidity; (2) global finance is a set of interconnected, …",https://www.cambridge.org/core/journals/finance-and-society/article/critical-macrofinance-a-theoretical-lens/12A75C3F4FEAE3A3D89415F071610D17,185,0,,Critical macro-finance: A theoretical lens,5,38,finance,cambridge.org,Cambridge University Press,/core/journals/finance-and-society/article/critical-macrofinance-a-theoretical-lens/12A75C3F4FEAE3A3D89415F071610D17,{},,
pdfpdf finance times coronavirus,T Beck,2020.0,"Economists have a bad track record in predictions, so I will not try my hand at predicting the 
effect of the novel coronavirus (COVID-19) on the global financial system or the global …",https://www.fifteentwentyusa.com/_files/ugd/a942d4_70eed638449a4374be8c210f0a6d7a51.pdf#page=80,183,0,PDF,Finance in the times of coronavirus,6,30,finance,fifteentwentyusa.com,Fifteen Twenty,/_files/ugd/a942d4_70eed638449a4374be8c210f0a6d7a51.pdf,{},,pdf
htmlhtml impact internet finance performance commercial banks china,"J Dong, L Yin, X Liu, M Hu, X Li, L Liu",2020.0,"… The rapid development of Internet finance has certainly affected the operation of … of Internet 
finance on commercial banks. First, a theoretical influence mechanism of Internet finance on …",https://www.sciencedirect.com/science/article/pii/S1057521920302234,181,2,HTML,Impact of internet finance on the performance of commercial banks in China,12,63,finance,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S1057521920302234,{},,
theory domestic international trade finance,JB Ahn,2020.0,"This chapter provides a theory model of trade finance to explain the “great trade collapse.” 
The model shows that, first, the riskiness of international transactions rises relative to domestic …",https://www.emerald.com/insight/content/doi/10.1108/S1569-376720200000021012,175,9,,A theory of domestic and international trade finance,8,45,finance,emerald.com,Emerald Publishing,/insight/content/doi/10.1108/S1569-376720200000021012,{},10.1108/S1569,
bibliometric analysis managerial finance retrospective,"HK Baker, S Kumar, N Pandey",2020.0,"Purpose Managerial finance (MF) started publication in 1975 and celebrated its 45th anniversary 
in 2019. The purpose of this study is to provide a bibliometric analysis of MF between …",https://www.emerald.com/insight/content/doi/10.1108/MF-06-2019-0277/full/html,148,6,,A bibliometric analysis of managerial finance: a retrospective,8,55,finance,emerald.com,Emerald Publishing,/insight/content/doi/10.1108/MF-06-2019-0277/full/html,{},10.1108/MF-06,
intelligent finance treasury management expect,"P Polak, C Nelischer, H Guo, DC Robertson",2020.0,"… challenge in its application to finance/treasury management because … Most finance/treasury 
teams are knowledge workers who … Artificial intelligence in finance and treasury is thus most …",https://link.springer.com/article/10.1007/s00146-019-00919-6,127,0,,“Intelligent” finance and treasury management: what we can expect,9,57,finance,link.springer.com,Springer,/article/10.1007/s00146-019-00919-6,{},10.1007/s00146,
covid19 pandemic local government finance czechia slovakia,"J Nemec, D Špaček",2020.0,"Purpose The current Covid-19 crisis research focuses especially on epidemiologic and 
macro-level socioeconomic aspects. It only marginally covers impacts on local budgets. Our …",https://www.emerald.com/insight/content/doi/10.1108/JPBAFM-07-2020-0109/full/html,121,0,,The Covid-19 pandemic and local government finance: Czechia and Slovakia,10,63,finance,emerald.com,Emerald Publishing,/insight/content/doi/10.1108/JPBAFM-07-2020-0109/full/html,{},10.1108/JPBAFM-07,
valuerentfinance,"TF Purcell, A Loftus, H March",2020.0,"In this paper, we develop a novel interpretation of the internal relationship between value, 
rent and finance, thereby enabling a new reading of the process of financialisation. As we …",https://journals.sagepub.com/doi/abs/10.1177/0309132519838064,112,0,,Value–rent–finance,1,18,finance,journals.sagepub.com,SAGE Publications,/doi/abs/10.1177/0309132519838064,{},10.1177/0309132519838064,
pluralizing problematizing carbon finance,"G Bridge, H Bulkeley, P Langley",2020.0,"… multiple and relatively discrete forms of carbon finance that explicitly seek to act on carbon … 
carbon finance to expressly avoid confusion with the alternative rubric of ‘climate finance’ that …",https://journals.sagepub.com/doi/abs/10.1177/0309132519856260,109,0,,Pluralizing and problematizing carbon finance,5,41,finance,journals.sagepub.com,SAGE Publications,/doi/abs/10.1177/0309132519856260,{},10.1177/0309132519856260,
prospects challenges quantum finance,"A Bouland, W van Dam, H Joorati, I Kerenidis",2020.0,"… quantum computers affect computational finance? For which … finance for the quantitative 
analyst. We provide an in-depth look into several applications of quantum computing to finance, …",https://arxiv.org/abs/2011.06492,109,0,,Prospects and challenges of quantum finance,6,38,finance,arxiv.org,arXiv,/abs/2011.06492,{},,06492
